order_id,status,customer_name,order_date,quantity,subtotal_amount,tax_rate,shipping_cost,category,subcategory
2593,Order Finished,John Dryer,2010-09-03,5,4008240.00,0.1000,400824.00,Office Supplies,Binders & Binder Accessories
2595,Order Finished,Art Miller,2011-12-13,13,23528500.00,0.0400,941140.00,Furniture,Bookcases
2626,Order Finished,Christine Kargatis,2011-09-07,16,96740.00,0.0200,1935.00,Office Supplies,Labels
2628,Order Finished,Eileen Kiefer,2010-10-21,14,69180.00,0.0400,2767.00,Office Supplies,"Scissors, Rulers & Trimmers"
2630,Order Finished,Patrick Ryan,2012-10-23,31,293020.00,0.0400,11721.00,Office Supplies,Paper
2631,Order Finished,Jack Garza,2010-09-23,27,2156980.00,0.0800,172558.00,Technology,Computer Peripherals
2656,Order Finished,Nathan Cano,2010-05-03,3,1046220.00,0.0500,52311.00,Furniture,Tables
2657,Order Finished,Troy Blackwell,2011-10-16,30,16633520.00,0.0500,831676.00,Office Supplies,Appliances
2658,Order Finished,Bill Shonely,2011-09-22,34,459020.00,0.0400,18361.00,Office Supplies,Paper
2659,Order Finished,Alice Mc Carthy,2010-12-17,50,1763300.00,0.0800,141064.00,Office Supplies,Paper
2688,Order Finished,Thais Sissman,2012-01-23,31,4160070.00,0.1000,416007.00,Technology,Telephones & Communication
2691,Order Finished,Ted Trevino,2012-04-29,14,6726280.00,0.1000,672628.00,Furniture,Bookcases
2720,Order Finished,Christopher Martinez,2010-06-07,36,4102032.00,0.0200,82041.00,Technology,Telephones & Communication
2722,Order Finished,Jay Fine,2009-04-08,46,3791100.00,0.0600,227466.00,Technology,Computer Peripherals
2725,Order Finished,Dave Poirier,2009-05-20,39,4356862.00,0.0100,43569.00,Technology,Telephones & Communication
2752,Order Finished,Todd Boyes,2010-11-18,30,1390940.00,0.0300,41728.00,Technology,Computer Peripherals
2754,Order Finished,Philip Brown,2009-04-02,16,2855340.00,0.0400,114214.00,Office Supplies,Appliances
2755,Order Finished,Jane Waco,2012-02-06,30,1472600.00,0.0300,44178.00,Office Supplies,Binders & Binder Accessories
2756,Order Finished,Denny Ordway,2009-04-17,25,2689760.00,0.0600,161386.00,Technology,Computer Peripherals
2757,Order Finished,Julia West,2011-07-19,39,7108920.00,0.0700,497624.00,Furniture,Chairs & Chairmats
2759,Order Finished,Brenda Bowman,2010-11-24,25,1654940.00,0.0000,0.00,Technology,Computer Peripherals
2790,Order Finished,Maribeth Dona,2009-08-18,7,91820.00,0.0100,918.00,Office Supplies,Binders & Binder Accessories
2791,Order Finished,Eugene Barchas,2009-10-09,47,383340.00,0.0000,0.00,Office Supplies,Binders & Binder Accessories
2816,Order Finished,Ross Baird,2009-09-19,35,1575120.00,0.0000,0.00,Office Supplies,Pens & Art Supplies
2817,Order Finished,Luke Schmidt,2009-04-18,14,7660280.00,0.1000,766028.00,Technology,Computer Peripherals
2818,Order Finished,Ross Baird,2009-12-11,37,1131820.00,0.0500,56591.00,Furniture,Office Furnishings
2823,Order Returned,Robert Waldorf,2011-09-08,17,714860.00,0.0800,57189.00,Technology,Computer Peripherals
2848,Order Finished,Emily Grady,2012-03-09,35,2952780.00,0.0600,177167.00,Furniture,Office Furnishings
2852,Order Finished,Luke Schmidt,2010-01-15,10,149740.00,0.0200,2995.00,Office Supplies,Paper
2853,Order Finished,Bill Tyler,2009-05-04,25,8507300.00,0.0500,425365.00,Office Supplies,Storage & Organization
2882,Order Finished,Bill Eplett,2011-08-21,23,7745740.00,0.0300,232372.00,Furniture,Chairs & Chairmats
2883,Order Finished,Rob Haberlin,2011-01-22,34,4308680.00,0.1000,430868.00,Office Supplies,Storage & Organization
2885,Order Finished,Nora Price,2012-09-18,29,394820.00,0.0600,23689.00,Office Supplies,Paper
2912,Order Finished,Tamara Dahlen,2012-03-11,7,33174260.00,0.0800,2653941.00,Technology,Office Machines
2914,Order Finished,Maureen Gastineau,2010-03-02,3,125760.00,0.0900,11318.00,Office Supplies,Paper
2915,Order Returned,Tim Brockman,2009-03-30,41,462520.00,0.0700,32376.00,Office Supplies,Pens & Art Supplies
2947,Order Finished,Pete Armstrong,2011-04-25,8,114080.00,0.0500,5704.00,Office Supplies,Paper
2976,Order Finished,Edward Hooks,2010-12-09,30,28447640.00,0.0900,2560288.00,Furniture,Chairs & Chairmats
2978,Order Finished,Alan Schoenberger,2011-05-02,28,9342299.00,0.0700,653961.00,Technology,Telephones & Communication
3008,Order Finished,Charles Crestani,2011-11-07,41,13663440.00,0.0100,136634.00,Office Supplies,Envelopes
3012,Order Finished,Maxwell Schwartz,2010-05-04,41,240060.00,0.0000,0.00,Office Supplies,Binders & Binder Accessories
3014,Order Finished,Pamela Stobb,2012-10-29,13,8004280.00,0.0200,160086.00,Office Supplies,Binders & Binder Accessories
3040,Order Finished,Tracy Zic,2010-04-11,13,196780.00,0.0100,1968.00,Office Supplies,Paper
3042,Order Finished,Christy Brittain,2009-11-20,26,207740.00,0.1000,20774.00,Office Supplies,Pens & Art Supplies
3046,Order Finished,Sung Pak,2011-11-29,24,20188860.00,0.0300,605666.00,Office Supplies,Binders & Binder Accessories
3073,Order Finished,Jasper Cacioppo,2009-01-07,3,21160.00,0.0500,1058.00,Office Supplies,Binders & Binder Accessories
3078,Order Finished,Paul Lucas,2010-02-11,1,633220.00,0.1000,63322.00,Furniture,Chairs & Chairmats
3104,Order Finished,David Wiener,2010-09-15,50,672120.00,0.0100,6721.00,Office Supplies,Paper
3108,Order Finished,Jack Garza,2010-08-04,36,130780.00,0.0900,11770.00,Office Supplies,Pens & Art Supplies
3109,Order Finished,Liz Mac Kendrick,2010-07-23,47,2011480.00,0.1000,201148.00,Furniture,Office Furnishings
3110,Order Finished,Helen Andreada,2009-12-16,13,3202640.00,0.0400,128106.00,Technology,Office Machines
3136,Order Finished,Paul Prost,2009-08-09,8,477480.00,0.1000,47748.00,Office Supplies,Pens & Art Supplies
3138,Order Finished,Bradley Nguyen,2009-02-08,4,1436060.00,0.0700,100524.00,Technology,Computer Peripherals
3141,Order Finished,Matt Collister,2011-11-09,30,1069920.00,0.0800,85594.00,Technology,Computer Peripherals
3168,Order Finished,Jasper Cacioppo,2012-01-29,14,161200.00,0.0400,6448.00,Furniture,Office Furnishings
3169,Order Finished,Liz Carlisle,2010-12-20,7,71160.00,0.0400,2846.00,Office Supplies,Envelopes
3172,Order Finished,Annie Thurman,2012-06-02,33,1169022.00,0.0500,58451.00,Technology,Telephones & Communication
3175,Order Finished,Bradley Drucker,2009-07-14,23,7107240.00,0.0700,497507.00,Office Supplies,Storage & Organization
3202,Order Finished,Richard Eichhorn,2012-12-23,10,1108420.00,0.0500,55421.00,Technology,Computer Peripherals
3205,Order Finished,Alan Haines,2012-04-10,8,273220.00,0.0100,2732.00,Furniture,Office Furnishings
3232,Order Finished,Brad Eason,2012-10-08,5,85320.00,0.0600,5119.00,Office Supplies,Binders & Binder Accessories
3235,Order Finished,James Lanier,2011-11-14,31,285940.00,0.1000,28594.00,Office Supplies,Rubber Bands
3266,Order Finished,Edward Becker,2011-03-16,4,34240.00,0.0300,1027.00,Office Supplies,Binders & Binder Accessories
3271,Order Finished,Joni Blumstein,2011-12-31,45,23065980.00,0.0700,1614619.00,Technology,Office Machines
3297,Order Finished,Maria Bertelson,2012-11-02,40,317400.00,0.0400,12696.00,Office Supplies,Labels
3300,Order Returned,Bryan Spruell,2011-07-14,6,184040.00,0.1000,18404.00,Technology,Computer Peripherals
3328,Order Finished,Adam Hart,2012-11-18,12,3472820.00,0.1000,347282.00,Furniture,Tables
3331,Order Finished,Neil Knudson,2010-05-20,31,306560.00,0.0500,15328.00,Office Supplies,Labels
3332,Order Finished,Ben Peterman,2009-11-04,6,44380.00,0.0100,444.00,Office Supplies,Pens & Art Supplies
3333,Order Finished,Sandra Flanagan,2012-09-15,42,1855940.00,0.0800,148475.00,Office Supplies,Appliances
3361,Order Finished,Michael Granlund,2012-08-22,49,427420.00,0.0600,25645.00,Office Supplies,Paper
3362,Order Finished,Christina Vanderzanden,2011-07-28,40,3399040.00,0.0400,135962.00,Technology,Computer Peripherals
3363,Order Finished,Gary Zandusky,2011-09-22,21,16371780.00,0.0900,1473460.00,Office Supplies,Storage & Organization
3393,Order Finished,Steve Carroll,2011-07-03,7,255480.00,0.0400,10219.00,Technology,Computer Peripherals
3395,Order Finished,Cathy Armstrong,2009-10-29,31,362340.00,0.0600,21740.00,Office Supplies,Binders & Binder Accessories
3397,Order Finished,Alex Grayson,2009-06-22,43,1631780.00,0.1000,163178.00,Technology,Computer Peripherals
3456,Order Returned,George Zrebassa,2010-05-31,20,10837360.00,0.0700,758615.00,Furniture,Tables
3458,Order Finished,Lisa De Cherney,2009-12-21,41,1255820.00,0.0300,37675.00,Technology,Computer Peripherals
3459,Order Finished,Gary Mc Garr,2009-07-27,24,4304808.00,0.1000,430481.00,Technology,Telephones & Communication
3460,Order Finished,Steve Nguyen,2011-10-02,27,306460.00,0.0800,24517.00,Office Supplies,Storage & Organization
3461,Order Finished,Susan Gilcrest,2010-01-30,47,4106758.00,0.1000,410676.00,Technology,Telephones & Communication
3463,Order Finished,Julia Dunbar,2010-08-17,43,529500.00,0.0800,42360.00,Office Supplies,Paper
3488,Order Finished,Mick Crebagga,2011-01-07,39,9338380.00,0.0600,560303.00,Furniture,Chairs & Chairmats
3492,Order Finished,Roy Skaria,2009-11-23,35,4787260.00,0.0400,191490.00,Office Supplies,Binders & Binder Accessories
3493,Order Finished,Patrick Jones,2010-08-23,48,15036240.00,0.0400,601450.00,Technology,Computer Peripherals
3521,Order Finished,Giulietta Baptist,2012-10-25,50,408220.00,0.0600,24493.00,Office Supplies,Pens & Art Supplies
3522,Order Finished,James Galang,2009-09-25,33,3870340.00,0.0900,348331.00,Office Supplies,Appliances
3524,Order Finished,Nicole Hansen,2012-05-02,21,854640.00,0.0000,0.00,Office Supplies,Paper
3525,Order Returned,Bryan Spruell,2011-12-21,38,230860.00,0.0000,0.00,Office Supplies,Pens & Art Supplies
3526,Order Finished,Tom Prescott,2011-03-15,20,492120.00,0.0800,39370.00,Furniture,Office Furnishings
3553,Order Finished,Roy Skaria,2009-05-17,7,41000.00,0.0600,2460.00,Office Supplies,Pens & Art Supplies
3554,Order Finished,Ken Heidel,2011-06-16,25,577820.00,0.0800,46226.00,Office Supplies,Paper
3556,Order Finished,George Zrebassa,2012-09-22,48,538740.00,0.0500,26937.00,Office Supplies,Binders & Binder Accessories
3559,Order Finished,Logan Haushalter,2012-10-23,34,273340.00,0.0700,19134.00,Office Supplies,Binders & Binder Accessories
3585,Order Finished,Ann Blume,2009-11-22,27,519440.00,0.0700,36361.00,Office Supplies,Paper
3586,Order Finished,Lena Cacioppo,2010-12-04,32,767140.00,0.0600,46028.00,Furniture,Office Furnishings
3588,Order Finished,Patrick Jones,2011-03-18,42,748760.00,0.0300,22463.00,Office Supplies,Appliances
3589,Order Returned,Denise Leinenbach,2009-05-25,23,145860.00,0.0100,1459.00,Office Supplies,Labels
3591,Order Finished,Herbert Flentye,2010-12-07,3,643140.00,0.0100,6431.00,Office Supplies,Appliances
3621,Order Finished,Eric Barreto,2010-05-05,14,167740.00,0.0600,10064.00,Office Supplies,Envelopes
3622,Order Finished,Steven Ward,2011-11-26,16,153200.00,0.0100,1532.00,Office Supplies,Binders & Binder Accessories
3648,Order Finished,Philip Brown,2010-06-16,46,269620.00,0.1000,26962.00,Office Supplies,Labels
3649,Order Finished,Brad Thomas,2009-07-05,8,158840.00,0.0100,1588.00,Office Supplies,Binders & Binder Accessories
3650,Order Finished,Denise Monton,2012-05-27,36,279900.00,0.0400,11196.00,Office Supplies,Binders & Binder Accessories
3653,Order Finished,Lynn Smith,2009-03-26,41,542220.00,0.0800,43378.00,Office Supplies,Pens & Art Supplies
3654,Order Finished,Karl Brown,2012-06-02,39,14677580.00,0.0300,440327.00,Technology,Office Machines
3655,Order Finished,Maria Bertelson,2012-10-05,3,125080.00,0.0200,2502.00,Office Supplies,Binders & Binder Accessories
3680,Order Finished,Evan Henry,2012-12-09,27,355900.00,0.0900,32031.00,Office Supplies,Paper
3685,Order Finished,Mike Vittorini,2012-01-16,29,213560.00,0.0000,0.00,Office Supplies,Pens & Art Supplies
3687,Order Returned,Marc Harrigan,2010-02-02,25,158740.00,0.0700,11112.00,Office Supplies,Rubber Bands
3745,Order Finished,Erin Smith,2010-09-28,38,2286700.00,0.0400,91468.00,Furniture,Office Furnishings
3746,Order Finished,Julie Prescott,2009-09-10,14,2926193.00,0.0000,0.00,Technology,Telephones & Communication
3749,Order Finished,Ken Black,2011-02-23,27,707240.00,0.0100,7072.00,Office Supplies,Binders & Binder Accessories
3750,Order Finished,Aaron Smayling,2011-04-29,12,152320.00,0.0400,6093.00,Office Supplies,Paper
3777,Order Returned,Christine Kargatis,2009-04-07,14,489700.00,0.0600,29382.00,Furniture,Office Furnishings
3778,Order Finished,Deirdre Greer,2010-05-25,34,536180.00,0.0700,37533.00,Technology,Computer Peripherals
3783,Order Returned,Jonathan Doherty,2010-12-05,11,184280.00,0.0100,1843.00,Technology,Computer Peripherals
3808,Order Finished,Lynn Smith,2009-04-23,2,12260.00,0.0800,981.00,Office Supplies,Labels
3810,Order Finished,Tanja Norvell,2012-09-16,40,443720.00,0.0900,39935.00,Office Supplies,Appliances
3814,Order Finished,Thomas Thornton,2011-02-21,43,2450820.00,0.0400,98033.00,Office Supplies,Storage & Organization
3841,Order Finished,John Stevenson,2009-10-04,19,2368900.00,0.0200,47378.00,Office Supplies,Appliances
3845,Order Finished,Meg O'Connel,2012-04-25,9,6128540.00,0.0900,551569.00,Office Supplies,Appliances
3877,Order Finished,Paul Knutson,2010-05-20,14,1400920.00,0.0200,28018.00,Office Supplies,Paper
3905,Order Finished,Muhammed Lee,2010-12-20,42,5075760.00,0.0300,152273.00,Furniture,Chairs & Chairmats
3907,Order Finished,Christopher Martinez,2012-08-18,36,436240.00,0.0200,8725.00,Office Supplies,Appliances
3908,Order Finished,Dorothy Wardle,2010-03-08,8,1640568.00,0.0000,0.00,Technology,Telephones & Communication
3911,Order Finished,Bobby Elias,2011-03-16,24,741440.00,0.1000,74144.00,Office Supplies,Storage & Organization
3942,Order Finished,Keith Herrera,2010-06-27,22,3119551.00,0.0300,93587.00,Technology,Telephones & Communication
3970,Order Finished,Christina De Moss,2012-03-26,39,2065940.00,0.0700,144616.00,Technology,Computer Peripherals
3973,Order Finished,Bobby Odegard,2012-03-23,21,632700.00,0.0600,37962.00,Furniture,Office Furnishings
4004,Order Finished,Sheri Gordon,2010-05-06,14,127040.00,0.1000,12704.00,Office Supplies,Pens & Art Supplies
4006,Order Returned,Jas O'Carroll,2011-01-03,38,2883220.00,0.0600,172993.00,Office Supplies,Paper
4007,Order Finished,Jack Lebron,2010-06-17,18,2076800.00,0.0100,20768.00,Office Supplies,Appliances
4033,Order Finished,Bill Tyler,2010-06-01,38,38538100.00,0.0000,0.00,Furniture,Bookcases
4034,Order Finished,Christine Sundaresam,2010-11-13,44,6734480.00,0.0700,471414.00,Furniture,Office Furnishings
4037,Order Returned,Bruce Stewart,2010-03-23,27,376140.00,0.0000,0.00,Office Supplies,Paper
4067,Order Finished,Shahid Shariari,2012-10-06,16,236760.00,0.0400,9470.00,Office Supplies,Binders & Binder Accessories
4069,Order Finished,Harold Dahlen,2012-05-12,8,108860.00,0.0800,8709.00,Office Supplies,Paper
4070,Order Finished,Joe Elijah,2011-06-11,22,1292140.00,0.0600,77528.00,Technology,Computer Peripherals
4096,Order Finished,Bill Eplett,2012-07-02,21,256560.00,0.0400,10262.00,Office Supplies,Labels
4099,Order Finished,Ed Braxton,2012-08-20,42,3383020.00,0.0800,270642.00,Office Supplies,Storage & Organization
4103,Order Finished,Denise Leinenbach,2012-07-02,3,85000.00,0.0700,5950.00,Office Supplies,Pens & Art Supplies
4128,Order Finished,Allen Golden,2011-10-06,38,782840.00,0.0400,31314.00,Office Supplies,Paper
4132,Order Finished,Aaron Bergman,2011-05-28,5,29520.00,0.0100,295.00,Office Supplies,Labels
4134,Order Finished,Anthony Garverick,2011-01-11,48,12806780.00,0.0100,128068.00,Furniture,Bookcases
4162,Order Finished,Alyssa Tate,2012-02-09,2,763200.00,0.1000,76320.00,Office Supplies,Storage & Organization
4166,Order Finished,Patrick Ryan,2010-02-27,19,277700.00,0.0800,22216.00,Office Supplies,Binders & Binder Accessories
4193,Order Finished,Sandra Flanagan,2009-01-08,16,128580.00,0.0700,9001.00,Office Supplies,Labels
4195,Order Finished,Art Miller,2010-05-28,30,511480.00,0.0700,35804.00,Technology,Computer Peripherals
4199,Order Finished,Bruce Money,2012-02-12,43,1279420.00,0.0100,12794.00,Furniture,Office Furnishings
4230,Order Returned,Tamara Willingham,2012-03-03,18,818320.00,0.0500,40916.00,Furniture,Office Furnishings
4257,Order Finished,Liz Price,2011-03-24,45,507780.00,0.0100,5078.00,Office Supplies,Envelopes
4261,Order Returned,Lela Donovan,2012-10-02,22,3113740.00,0.0400,124550.00,Office Supplies,Appliances
4294,Order Finished,Mike Vittorini,2012-08-14,8,35440.00,0.0200,709.00,Furniture,Office Furnishings
4321,Order Finished,Pauline Chand,2009-07-17,47,3011140.00,0.0200,60223.00,Office Supplies,Labels
4324,Order Finished,Dan Campbell,2011-07-16,28,2330660.00,0.0400,93226.00,Office Supplies,Pens & Art Supplies
4354,Order Finished,Erin Creighton,2009-09-29,6,98080.00,0.0200,1962.00,Furniture,Office Furnishings
4359,Order Finished,Kelly Andreada,2010-03-02,21,431520.00,0.0900,38837.00,Office Supplies,Storage & Organization
4387,Order Finished,Sandra Flanagan,2011-10-22,4,1280420.00,0.0700,89629.00,Furniture,Tables
4389,Order Finished,Victoria Pisteka,2009-05-04,35,358900.00,0.0700,25123.00,Office Supplies,Binders & Binder Accessories
4391,Order Returned,Eugene Moren,2012-02-17,20,5184864.00,0.0600,311092.00,Technology,Telephones & Communication
4416,Order Finished,Erica Bern,2012-06-29,46,14882580.00,0.1000,1488258.00,Office Supplies,Binders & Binder Accessories
4422,Order Finished,Scott Cohen,2011-05-21,12,626860.00,0.0200,12537.00,Furniture,Office Furnishings
4451,Order Finished,Tanja Norvell,2009-09-30,47,1985900.00,0.0400,79436.00,Office Supplies,Pens & Art Supplies
4454,Order Finished,Erica Bern,2009-02-01,17,110900.00,0.0100,1109.00,Office Supplies,Labels
4455,Order Finished,Michael Paige,2010-10-10,39,558580.00,0.0700,39101.00,Furniture,Office Furnishings
4487,Order Finished,Scott Williamson,2010-02-22,50,650480.00,0.0500,32524.00,Office Supplies,Binders & Binder Accessories
4512,Order Finished,Sandra Flanagan,2011-10-24,43,12154220.00,0.0600,729253.00,Furniture,Tables
4514,Order Finished,Guy Thornton,2009-04-29,28,5682879.00,0.0800,454630.00,Technology,Telephones & Communication
4515,Order Finished,Vivian Mathis,2012-03-16,7,1775880.00,0.0200,35518.00,Technology,Office Machines
4516,Order Finished,Ryan Crowe,2009-03-28,42,589560.00,0.0500,29478.00,Office Supplies,Paper
4545,Order Finished,Pauline Chand,2010-01-16,33,252760.00,0.0800,20221.00,Office Supplies,Paper
4550,Order Finished,Gary Zandusky,2009-12-28,32,7461080.00,0.0700,522276.00,Technology,Office Machines
4578,Order Finished,Roy Skaria,2012-09-12,45,565420.00,0.0900,50888.00,Office Supplies,Paper
4579,Order Finished,Dennis Bolton,2011-11-30,40,3530100.00,0.0500,176505.00,Office Supplies,Binders & Binder Accessories
4580,Order Finished,Carlos Meador,2010-11-14,28,14769080.00,0.0900,1329217.00,Furniture,Tables
4581,Order Finished,Thea Hendricks,2012-09-03,25,4650840.00,0.0200,93017.00,Office Supplies,Envelopes
4583,Order Finished,Maxwell Schwartz,2009-09-24,44,6043280.00,0.0700,423030.00,Furniture,Chairs & Chairmats
